,Time,all.datatransfer.all,all.request.count,cluster.node_count,cluster.node_cpu_count,current_operation,environment,fail.datatransfer.all,fail.datatransfer.max,fail.datatransfer.mean,fail.datatransfer.min,fail.datatransfer.percent50,fail.datatransfer.percent75,fail.datatransfer.percent95,fail.datatransfer.percent99,fail.latency.max,fail.latency.mean,fail.latency.min,fail.latency.percent50,fail.latency.percent75,fail.latency.percent95,fail.latency.percent99,fail.latency.stddev,fail.request.count,fail.request.rps,latency_count.less_or_eq_800,latency_count.more_800_less_1200,latency_count.more_or_eq_1200,node_type,ok.datatransfer.all,ok.datatransfer.max,ok.datatransfer.mean,ok.datatransfer.min,ok.datatransfer.percent50,ok.datatransfer.percent75,ok.datatransfer.percent95,ok.datatransfer.percent99,ok.latency.max,ok.latency.mean,ok.latency.min,ok.latency.percent50,ok.latency.percent75,ok.latency.percent95,ok.latency.percent99,ok.latency.stddev,ok.request.count,ok.request.rps,scenario,session_id,simulation.value,status_code.count,status_code.status,step,test_name,test_suite
35,2024-02-07 16:29:44,0,227539,,,bombing,linux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SingleNode,0,0,0,0,0,0,0,0,1.99,0.33,0.08,0.22,0.46,0.77,1.02,0.22,227539,45508,checkConsistency,2024-02-07_13.28.71_session_3e0c2680,15,,,Reserve balance,test_http_api,gitter.io
36,2024-02-07 16:29:49,0,231703,,,bombing,linux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SingleNode,0,0,0,0,0,0,0,0,2.06,0.32,0.07,0.22,0.46,0.76,1.0,0.22,231703,46341,checkConsistency,2024-02-07_13.28.71_session_3e0c2680,15,,,global information,test_http_api,gitter.io
37,2024-02-07 16:29:49,0,231703,,,bombing,linux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SingleNode,0,0,0,0,0,0,0,0,2.06,0.32,0.07,0.21,0.46,0.75,1.0,0.22,231703,46341,checkConsistency,2024-02-07_13.28.71_session_3e0c2680,15,,,Reserve balance,test_http_api,gitter.io
38,2024-02-07 16:29:54,0,224322,,,bombing,linux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SingleNode,0,0,0,0,0,0,0,0,144.0,0.33,0.08,0.22,0.46,0.75,1.0,1.16,224322,44864,checkConsistency,2024-02-07_13.28.71_session_3e0c2680,15,,,global information,test_http_api,gitter.io
39,2024-02-07 16:29:54,0,224322,,,bombing,linux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SingleNode,0,0,0,0,0,0,0,0,144.0,0.33,0.08,0.22,0.45,0.75,1.0,1.13,224322,44864,checkConsistency,2024-02-07_13.28.71_session_3e0c2680,15,,,Reserve balance,test_http_api,gitter.io
40,2024-02-07 16:29:59,0,231724,,,bombing,linux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SingleNode,0,0,0,0,0,0,0,0,2.02,0.32,0.07,0.22,0.46,0.75,1.0,0.22,231724,46345,checkConsistency,2024-02-07_13.28.71_session_3e0c2680,15,,,global information,test_http_api,gitter.io
41,2024-02-07 16:29:59,0,231724,,,bombing,linux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SingleNode,0,0,0,0,0,0,0,0,2.02,0.32,0.07,0.22,0.45,0.75,0.99,0.22,231724,46345,checkConsistency,2024-02-07_13.28.71_session_3e0c2680,15,,,Reserve balance,test_http_api,gitter.io
42,2024-02-07 16:30:04,0,227273,,,bombing,linux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SingleNode,0,0,0,0,0,0,0,0,2.18,0.33,0.07,0.24,0.46,0.77,1.02,0.22,227273,45455,checkConsistency,2024-02-07_13.28.71_session_3e0c2680,15,,,global information,test_http_api,gitter.io
43,2024-02-07 16:30:04,0,227273,,,bombing,linux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SingleNode,0,0,0,0,0,0,0,0,2.17,0.33,0.07,0.24,0.46,0.76,1.01,0.22,227273,45455,checkConsistency,2024-02-07_13.28.71_session_3e0c2680,15,,,Reserve balance,test_http_api,gitter.io
44,2024-02-07 16:30:09,0,232581,,,bombing,linux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SingleNode,0,0,0,0,0,0,0,0,2.13,0.32,0.08,0.23,0.45,0.74,0.99,0.22,232581,46516,checkConsistency,2024-02-07_13.28.71_session_3e0c2680,15,,,global information,test_http_api,gitter.io
45,2024-02-07 16:30:09,0,232581,,,bombing,linux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SingleNode,0,0,0,0,0,0,0,0,2.12,0.32,0.07,0.23,0.45,0.74,0.99,0.22,232581,46516,checkConsistency,2024-02-07_13.28.71_session_3e0c2680,15,,,Reserve balance,test_http_api,gitter.io
46,2024-02-07 16:30:14,0,231752,,,bombing,linux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SingleNode,0,0,0,0,0,0,0,0,2.49,0.32,0.08,0.24,0.45,0.75,0.99,0.22,231752,46350,checkConsistency,2024-02-07_13.28.71_session_3e0c2680,15,,,global information,test_http_api,gitter.io
47,2024-02-07 16:30:14,0,231752,,,bombing,linux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SingleNode,0,0,0,0,0,0,0,0,2.49,0.32,0.08,0.23,0.45,0.74,0.99,0.22,231752,46350,checkConsistency,2024-02-07_13.28.71_session_3e0c2680,15,,,Reserve balance,test_http_api,gitter.io
48,2024-02-07 16:30:19,0,217962,,,bombing,linux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SingleNode,0,0,0,0,0,0,0,0,57.3,0.34,0.08,0.24,0.48,0.8,1.09,0.5,217962,43592,checkConsistency,2024-02-07_13.28.71_session_3e0c2680,15,,,global information,test_http_api,gitter.io
49,2024-02-07 16:30:19,0,217962,,,bombing,linux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SingleNode,0,0,0,0,0,0,0,0,57.3,0.34,0.07,0.23,0.47,0.8,1.09,0.49,217962,43592,checkConsistency,2024-02-07_13.28.71_session_3e0c2680,15,,,Reserve balance,test_http_api,gitter.io
50,2024-02-07 16:30:24,0,218972,,,bombing,linux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SingleNode,0,0,0,0,0,0,0,0,91.7,0.34,0.08,0.25,0.47,0.79,1.05,0.78,218972,43794,checkConsistency,2024-02-07_13.28.71_session_3e0c2680,15,,,global information,test_http_api,gitter.io
51,2024-02-07 16:30:24,0,218972,,,bombing,linux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SingleNode,0,0,0,0,0,0,0,0,91.7,0.34,0.08,0.25,0.47,0.78,1.05,0.76,218972,43794,checkConsistency,2024-02-07_13.28.71_session_3e0c2680,15,,,Reserve balance,test_http_api,gitter.io
52,2024-02-07 16:30:29,0,222836,,,bombing,linux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SingleNode,0,0,0,0,0,0,0,0,2.37,0.34,0.08,0.26,0.47,0.79,1.06,0.23,222836,44567,checkConsistency,2024-02-07_13.28.71_session_3e0c2680,15,,,global information,test_http_api,gitter.io
53,2024-02-07 16:30:29,0,222836,,,bombing,linux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SingleNode,0,0,0,0,0,0,0,0,2.37,0.33,0.08,0.25,0.47,0.78,1.06,0.23,222836,44567,checkConsistency,2024-02-07_13.28.71_session_3e0c2680,15,,,Reserve balance,test_http_api,gitter.io
54,2024-02-07 16:30:34,0,219198,,,bombing,linux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SingleNode,0,0,0,0,0,0,0,0,92.6,0.34,0.08,0.25,0.47,0.78,1.05,0.79,219198,43840,checkConsistency,2024-02-07_13.28.71_session_3e0c2680,15,,,global information,test_http_api,gitter.io
55,2024-02-07 16:30:34,0,219198,,,bombing,linux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SingleNode,0,0,0,0,0,0,0,0,92.6,0.34,0.07,0.25,0.47,0.78,1.05,0.79,219198,43840,checkConsistency,2024-02-07_13.28.71_session_3e0c2680,15,,,Reserve balance,test_http_api,gitter.io
56,2024-02-07 16:30:39,0,221977,,,bombing,linux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SingleNode,0,0,0,0,0,0,0,0,2.14,0.34,0.08,0.26,0.47,0.79,1.06,0.23,221977,44395,checkConsistency,2024-02-07_13.28.71_session_3e0c2680,15,,,global information,test_http_api,gitter.io
